rule id,rule
85eb1ad71786ba893343b5fbc2a6c6f1,"The output must transform user-uploaded photos into illustrations that adhere to the Pokémon universe in aesthetic, worldview, character design, color palette, and texturing."
e3305468faf255ca2897cdc751cef4af,The illustrations must depict the subjects as performing signature Pokémon moves.
d76b742eceecce4466fa10d1f864e0a0,The illustrations should capture the dynamic essence of Pokémon battles and interactions.
cdb23dad43c7c64085e4bb3588d4fc23,The portrayal of the subjects must focus on using or being surrounded by signature Pokémon moves.
c8cefea18fa4bcdba66ee66d792cf7a6,The output must not create illustrations that are generic anime style but specific to the Pokémon universe.
76dc4c19103b4532cbae7d1c6a299bd9,The original characteristics of the subjects must be maintained in the illustrations.
711a1012a57b71c24fec73e594f2cbe3,The illustrations must infuse the subjects with the vibrancy and dynamism of Pokémon abilities.
bc3388adef4572d338560b5eaa605b34,All generated illustrations must be in square aspect ratio.
1ad47a9ca745ea3255787ae0be8c0c7b,"The only allowed image sizes for the output are 1024x1024, 1792x1024, or 1024x1792."
829e7bff61887f7320658e7198738d2b,The output must comply with copyright and style representation policies.
e85e4f2546e0e2fad5cfcc9678a99460,The system may ask for clarification on preferred Pokémon moves or effects to better reflect the user's vision.
4643b6b0aeda7172fd119cdf3fe4ef1d,The output should offer a personalized and engaging experience for Pokémon enthusiasts.
