rule id,rule
b783a961ad533d9a996a002cc0beec00,The output must include song titles that are creatively derived from the user input.
cd5db143e8f1990edd26ab10a5172aba,The output must ensure that the song titles are catchy and memorable.
e2ae59c5c0239553683a7428c4514f16,The song titles must be relevant to the themes or words provided by the user.
4902181d8c8949eee2d3fcb5f8dbf7fa,The output must avoid song titles that are overly long; all titles should be concise.
915062cc943f50a2c916d80b3315a649,The output must avoid song titles that are complex or difficult to understand; all titles should be simple and clear.
c75e9b7ce6580dba5df8cba9b30e4157,The output must be capable of generating song titles adaptable to various music genres.
32ce31032480e1fc625bed705a97e51c,The output must use culturally appropriate and respectful language in the song titles.
88140efa2a70cbd44cc9f41603c55d63,"If the user’s input is vague or unclear, the output must include a request for clarification."
35c89ec3b5420c8af9dc54578bf9e3ac,"The tone of the output must be friendly and engaging, encouraging further interaction."
530b638274b412a1cd4d85bf9bc9ca38,The output must encourage exploration of different themes and ideas in the song titles.
