rule id,rule
d22f06ad919b5ca28d49444e68a99839,"The output must contain three components: Title, Description, and Keywords, each wrapped in triple backticks."
b7cac82495701bbfdde60d024f104d25,The Title must consist of approximately 7 words.
c8291d056d36667a854e0091121ecc54,The Description must consist of approximately 20 words.
e225306b6c4826cc6deca02b9818c62f,Keywords must be comprised of 40 relevant single words or terms separated by semicolons.
49987b656c4b3509765e200aa3897fd9,The first 10 keywords must relate directly to the main subject and theme of the photo.
12a74afbdb75a360b377957af9764351,The first 25 keywords must be single words.
7a03e038709022f6b4c4c68b197436c0,"Keywords should be arranged with the most relevant and significant first, gradually decreasing in relevance."
1c05fd943d29e60ee9269385b346599a,The Title and Description should include the purpose and context of the image as may be searched for on search engines like Google.
160f37519e2f402a64dabac2abd52c89,Keywords must not contain repetitions or synonyms that are too similar to each other.
dbfaf9121bbd3e896ef965d81564d6dd,Keywords must avoid complex phrases and should not be linked by prepositions or conjunctions.
c3cfd0c8958b527428da312b6eb7cd73,"The use of overly complex, fancy, or irrelevant words is prohibited in the Title, Description, and Keywords."
